ID,ID_SRC,RA,DEC,EXT_LIKE,DET_LIKE,z,z_type,T_300kpc,T_300kpc_L,T_300kpc_U,L_300kpc,L_300kpc_L,L_300kpc_U,Lbol_300kpc,Lbol_300kpc_L,Lbol_300kpc_U,F_300kpc,F_300kpc_L,F_300kpc_U,T_500kpc,T_500kpc_L,T_500kpc_U,L_500kpc,L_500kpc_L,L_500kpc_U,Lbol_500kpc,Lbol_500kpc_L,Lbol_500kpc_U,F_500kpc,F_500kpc_L,F_500kpc_U,SNR_MAX,R_SNR_MAX_ARCMIN
eFEDS J083857.6+020847,1806,129.73983896866113,2.146361759260002,92.774864,192.11385,0.36024999618530273,1,2.81085948576101,2.2085139862739367,4.108488996100839,4.5514E43,4.1411E43,4.9673E43,1.1301E44,1.0156E44,1.2775E44,1.1051E-13,1.0137E-13,1.2094E-13,3.0133950594994383,2.3528168200646307,4.489012364578355,7.2307E43,6.6318E43,7.9522E43,1.8029E44,1.6241E44,2.0229E44,1.7638E-13,1.6189E-13,1.9351E-13,14.64,2.7378
eFEDS J083858.6-015032,6026,129.74411495985714,-1.842382933998062,7.371343,49.455063,0.13473999500274658,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.6503E42,-1.0,-1.0,2.5187E42,-1.0,-1.0,3.2717E-14,-1.0,-1.0,-1.0,-1.0,-1.0,1.6883E42,-1.0,-1.0,2.587E42,-1.0,-1.0,3.3728E-14,3.39,0.7417
eFEDS J083859.3+022841,3315,129.7472900746352,2.4782105127271525,11.497033,26.757183,0.3588399887084961,1,-1.0,-1.0,-1.0,2.1574E43,1.8478E43,2.4944E43,5.038E43,4.1413E43,6.4872E43,5.1948E-14,4.4869E-14,6.0305E-14,-1.0,-1.0,-1.0,2.5203E43,2.169E43,2.941E43,5.8642E43,4.8359E43,7.706E43,6.0869E-14,5.2817E-14,7.0294E-14,7.38,1.1569
eFEDS J083900.6+020057,736,129.7526529502423,2.0159420023759647,39.292175,313.34738,0.3585200011730194,1,2.263876293620549,1.8334795721885948,2.9358500704140766,5.2396E43,4.7191E43,5.8271E43,1.1321E44,1.0007E44,1.2812E44,1.231E-13,1.1111E-13,1.3686E-13,2.2803443450970415,1.8767011336484336,3.0964239150986623,5.8351E43,5.2624E43,6.4613E43,1.2568E44,1.114E44,1.4184E44,1.375E-13,1.2454E-13,1.5138E-13,12.53,1.2571
eFEDS J083903.6-011454,7445,129.76491307962414,-1.2484569046987444,13.019581,38.91096,0.4369199872016907,1,-1.0,-1.0,-1.0,1.5305E43,1.0402E43,2.2415E43,3.7241E43,2.4883E43,5.6983E43,2.3587E-14,1.6046E-14,3.4348E-14,-1.0,-1.0,-1.0,2.5423E43,1.9256E43,3.2703E43,6.1734E43,4.5307E43,8.529E43,3.9064E-14,2.9751E-14,5.0137E-14,5.56,1.8165
eFEDS J083914.9-021226,5360,129.81165230615522,-2.2073498517987113,21.403452,45.022537,0.18673,0,-1.0,-1.0,-1.0,3.5132E42,2.7648E42,4.4256E42,5.4189E42,4.1669E42,6.8602E42,3.3966E-14,2.6785E-14,4.2732E-14,-1.0,-1.0,-1.0,3.7016E42,2.8973E42,4.8447E42,5.7369E42,4.3958E42,7.4569E42,3.5757E-14,2.7902E-14,4.6856E-14,5.51,0.8601
eFEDS J083916.8-020552,7669,129.8197542361613,-2.097936578383144,24.867985,29.62072,0.2685,0,-1.0,-1.0,-1.0,5.7511E42,3.8193E42,8.1385E42,1.0122E43,6.4819E42,1.4222E43,2.5355E-14,1.6848E-14,3.5868E-14,-1.0,-1.0,-1.0,6.9199E42,4.3188E42,9.9064E42,1.206E43,7.4269E42,1.7249E43,3.0282E-14,1.9135E-14,4.3565E-14,4.63,1.0604
eFEDS J083918.0-020839,15489,129.82474062094272,-2.144199787772876,18.228682,15.03178,0.26865,0,-1.0,-1.0,-1.0,4.1801E42,2.1831E42,6.1911E42,8.2597E42,4.2876E42,1.2334E43,1.8927E-14,9.8112E-15,2.7881E-14,-1.0,-1.0,-1.0,6.2543E42,3.1692E42,8.9312E42,1.2449E43,6.3327E42,1.7892E43,2.8338E-14,1.4426E-14,4.0271E-14,3.72,1.6992
eFEDS J083921.1-014149,12407,129.83770908584683,-1.697039154211587,18.50895,26.494223,0.26881998777389526,1,-1.0,-1.0,-1.0,1.1467E43,9.4043E42,1.3832E43,2.777E43,2.2411E43,3.5089E43,5.4162E-14,4.443E-14,6.5064E-14,-1.0,-1.0,-1.0,1.706E43,1.3836E43,2.0529E43,4.1308E43,3.2729E43,5.1568E43,7.9904E-14,6.4836E-14,9.6666E-14,7.67,1.9815
eFEDS J083927.1-021358,10377,129.8627159353906,-2.2327706100628406,9.32832,22.45745,0.567375,0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0342E43,-1.0,-1.0,4.6246E43,-1.0,-1.0,1.6208E-14,-1.0,-1.0,-1.0,-1.0,-1.0,3.1257E43,-1.0,-1.0,7.0568E43,-1.0,-1.0,2.5023E-14,2.72,1.7113
eFEDS J083929.0+043001,3677,129.87112325321132,4.500290466831403,20.109108,76.572815,0.2487500011920929,1,-1.0,-1.0,-1.0,1.0268E43,8.8492E42,1.1779E43,1.9376E43,1.651E43,2.2561E43,5.4664E-14,4.7034E-14,6.2918E-14,-1.0,-1.0,-1.0,1.1641E43,9.8257E42,1.3476E43,2.1856E43,1.8345E43,2.5792E43,6.1913E-14,5.2318E-14,7.2042E-14,7.33,1.2799
eFEDS J083929.7-015005,15946,129.87359919773013,-1.8347898918959522,16.36356,21.332079,0.574885,0,-1.0,-1.0,-1.0,1.8688E43,1.3421E43,2.5524E43,4.9965E43,3.4372E43,7.4459E43,1.5523E-14,1.1261E-14,2.0811E-14,-1.0,-1.0,-1.0,3.2877E43,2.4488E43,4.2333E43,8.7362E43,6.2776E43,1.2814E44,2.744E-14,2.0743E-14,3.4328E-14,4.59,1.7332
eFEDS J083930.4-014348,6979,129.8763469871974,-1.7301924790104313,7.7779417,22.526022,0.2713,0,-1.0,-1.0,-1.0,6.2763E42,3.9422E42,8.6399E42,1.1838E43,7.4958E42,1.6631E43,2.7391E-14,1.7119E-14,3.7959E-14,-1.0,-1.0,-1.0,7.5963E42,4.4896E42,1.1868E43,1.4455E43,8.5225E42,2.2613E43,3.3116E-14,1.9763E-14,5.1795E-14,4.55,1.2613
eFEDS J083933.9-014044,356,129.89085360332194,-1.679011853257376,245.77727,663.6898,0.2722199857234955,1,4.1401668460483805,3.315821819108026,5.493714473340308,7.4706E43,6.83E43,8.2662E43,2.0306E44,1.8247E44,2.2989E44,3.4822E-13,3.2017E-13,3.8784E-13,3.7354830257880116,3.061182539300568,4.605001368593907,1.122E44,1.0198E44,1.2399E44,3.0502E44,2.7367E44,3.4519E44,5.2526E-13,4.7759E-13,5.8107E-13,24.53,2.9814
eFEDS J083936.0+011445,2898,129.90008093047956,1.2459453912649383,7.429014,42.12243,0.14939,0,-1.0,-1.0,-1.0,2.32E42,1.7104E42,3.143E42,3.5544E42,2.6037E42,4.8297E42,3.7146E-14,2.759E-14,5.065E-14,-1.0,-1.0,-1.0,2.3752E42,1.7244E42,3.459E42,3.6554E42,2.6322E42,5.3241E42,3.824E-14,2.767E-14,5.5458E-14,5.79,0.8786
eFEDS J083937.9+014631,7652,129.9079112543493,1.7753637634096222,17.559435,37.96932,0.3886300027370453,1,-1.0,-1.0,-1.0,1.6556E43,1.3614E43,1.994E43,3.8846E43,3.0707E43,5.1341E43,3.3287E-14,2.7124E-14,3.9519E-14,-1.0,-1.0,-1.0,2.1639E43,1.7964E43,2.5845E43,5.0527E43,4.0258E43,6.6532E43,4.3483E-14,3.6078E-14,5.1497E-14,5.77,1.2792
eFEDS J083940.8+010417,2832,129.92011846262477,1.0713541832727393,27.320717,84.04518,0.15707999467849731,1,1.4447257811645438,1.1767970322373054,1.8446491100566789,6.0715E42,5.3946E42,6.8534E42,1.0313E43,9.0789E42,1.17E43,8.8934E-14,7.9145E-14,1.0064E-13,1.2164043449121396,1.1112352957386291,1.334932599523588,7.4472E42,6.4303E42,8.5749E42,1.2611E43,1.086E43,1.4504E43,1.0918E-13,9.4277E-14,1.2546E-13,9.08,2.0666
eFEDS J083945.5+031556,7213,129.93958523192575,3.265655937612463,11.046921,32.863956,0.42495,0,-1.0,-1.0,-1.0,1.1868E43,7.3827E42,2.1758E43,2.2203E43,1.372E43,4.0053E43,1.49E-14,1.0037E-14,2.0267E-14,-1.0,-1.0,-1.0,1.233E43,7.5019E42,2.2866E43,2.3514E43,1.3942E43,4.2537E43,1.5442E-14,1.0249E-14,2.1242E-14,3.72,0.5191
eFEDS J083955.0+022426,3270,129.97928995546775,2.407146125563092,8.969282,12.278493,0.18914499878883362,1,-1.0,-1.0,-1.0,2.668E42,1.6448E42,3.5566E42,4.1196E42,2.6048E42,5.5935E42,2.5239E-14,1.567E-14,3.389E-14,-1.0,-1.0,-1.0,3.385E42,2.1195E42,4.6522E42,5.2322E42,3.341E42,7.3044E42,3.2229E-14,2.0085E-14,4.4148E-14,3.9,1.5652
eFEDS J084000.1-013110,7217,130.00023409089064,-1.519443890694266,26.24503,53.774906,0.2655549943447113,1,-1.0,-1.0,-1.0,1.168E43,1.0163E43,1.3434E43,2.015E43,1.7491E43,2.3348E43,5.262E-14,4.5804E-14,6.0496E-14,-1.0,-1.0,-1.0,1.6923E43,1.4736E43,1.9393E43,2.9384E43,2.5384E43,3.4051E43,7.6515E-14,6.6278E-14,8.7623E-14,7.54,2.0399
eFEDS J084001.7+042452,4839,130.0070238182073,4.414510655083803,14.76943,51.2131,0.258995,0,-1.0,-1.0,-1.0,7.2168E42,5.9053E42,8.6132E42,2.846E43,1.7692E43,3.8451E43,3.9334E-14,3.1818E-14,4.6376E-14,-1.0,-1.0,-1.0,8.1182E42,6.3988E42,9.9547E42,3.1863E43,1.9839E43,4.4167E43,4.409E-14,3.5061E-14,5.368E-14,6.05,1.1011
eFEDS J084003.3+003008,2568,130.01374342482305,0.5022875022793208,19.141954,103.9756,0.384555,0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3241E42,-1.0,-1.0,2.6632E43,-1.0,-1.0,1.8686E-14,-1.0,-1.0,-1.0,-1.0,-1.0,9.5237E42,-1.0,-1.0,3.0895E43,-1.0,-1.0,2.0844E-14,1.02,0.4789
eFEDS J084004.9+013751,10272,130.02030504359243,1.6308599020395116,13.094446,17.43095,0.34212,0,-1.0,-1.0,-1.0,6.734E42,4.7704E42,9.4875E42,1.2321E43,8.3563E42,1.7893E43,1.6527E-14,1.1727E-14,2.2767E-14,-1.0,-1.0,-1.0,8.0512E42,5.4435E42,1.1307E43,1.4637E43,9.4329E42,2.1591E43,1.971E-14,1.3159E-14,2.7086E-14,3.46,0.9371
eFEDS J084006.2+025913,2388,130.02578973173348,2.9870976170158925,41.909893,117.54398,0.4562700092792511,1,-1.0,-1.0,-1.0,3.9348E43,3.4348E43,4.5187E43,1.0343E44,8.5922E43,1.3919E44,5.644E-14,4.9251E-14,6.4232E-14,-1.0,-1.0,-1.0,5.4513E43,4.813E43,6.1714E43,1.4349E44,1.2036E44,1.9475E44,7.844E-14,6.9564E-14,8.7737E-14,8.92,1.5767
eFEDS J084011.7+034837,5544,130.0487471101187,3.8103503389334326,12.453061,39.29439,0.824565,0,-1.0,-1.0,-1.0,4.2171E43,3.1332E43,5.4296E43,1.8548E44,1.214E44,2.6263E44,1.7157E-14,1.3082E-14,2.1816E-14,-1.0,-1.0,-1.0,4.9611E43,3.6501E43,6.401E43,2.1404E44,1.378E44,3.1228E44,2.0401E-14,1.5097E-14,2.5991E-14,4.17,0.7143
eFEDS J084016.6+033952,6282,130.06946253147075,3.664418307290794,9.417227,35.533268,0.80514,0,-1.0,-1.0,-1.0,3.3165E43,2.502E43,4.3515E43,1.8041E44,1.2315E44,2.4041E44,1.5243E-14,1.1439E-14,1.9684E-14,-1.0,-1.0,-1.0,4.3255E43,3.1527E43,5.5693E43,2.2952E44,1.5623E44,3.0767E44,1.9654E-14,1.4355E-14,2.5137E-14,3.83,0.8519
eFEDS J084021.7-022948,5406,130.0901121581782,-2.4967186575778015,12.471489,29.28718,0.3571999967098236,1,-1.0,-1.0,-1.0,4.3345E42,3.6396E42,5.0474E42,8.3238E42,6.7653E42,1.0435E43,4.5778E-14,3.8278E-14,5.3353E-14,-1.0,-1.0,-1.0,6.857E42,5.7775E42,7.8383E42,1.3053E43,1.0735E43,1.6177E43,7.2302E-14,6.0576E-14,8.3076E-14,7.2,2.8861
eFEDS J084021.7+020132,5639,130.09030902510344,2.0255749611584006,31.066881,17.692684,0.183617,0,-1.0,-1.0,-1.0,1.2457E43,9.9195E42,1.538E43,3.5837E43,2.5926E43,5.3016E43,3.182E-14,2.5192E-14,3.8761E-14,-1.0,-1.0,-1.0,1.916E43,1.5556E43,2.3159E43,5.5503E43,3.9546E43,8.0663E43,4.8748E-14,3.9495E-14,5.9007E-14,6.04,1.7987
eFEDS J084034.6+023639,250,130.14406344279814,2.6107645121203866,114.63698,661.77527,0.04899999871850014,1,0.8039825416484504,0.770196798991666,0.8263957691876275,1.0781E42,9.6285E41,1.1835E42,1.6662E42,1.4901E42,1.8282E42,1.8864E-13,1.6844E-13,2.0706E-13,0.8160024528212129,0.7397678876769577,0.8757821123016171,1.0836E42,9.6437E41,1.1953E42,1.6779E42,1.4931E42,1.8488E42,1.8959E-13,1.6862E-13,2.0908E-13,15.19,1.4666
eFEDS J084035.8+044036,5844,130.14929962563778,4.676774139995651,8.643643,39.785778,0.793323,0,-1.0,-1.0,-1.0,1.2425E44,7.7668E43,1.7402E44,1.715E44,1.1187E44,2.4124E44,2.0372E-14,1.46E-14,2.6395E-14,-1.0,-1.0,-1.0,1.3493E44,8.3564E43,1.9557E44,1.9048E44,1.2057E44,2.6942E44,2.3006E-14,1.5517E-14,2.9324E-14,5.01,0.6135
eFEDS J084044.7+024109,8131,130.18625525766493,2.685819890603755,8.556007,19.786446,1.104253,0,-1.0,-1.0,-1.0,1.3265E44,9.6435E43,1.8066E44,2.7293E44,2.1388E44,3.5697E44,1.8176E-14,1.4091E-14,2.2708E-14,-1.0,-1.0,-1.0,1.9423E44,1.427E44,2.5572E44,3.9592E44,3.1448E44,5.0364E44,2.6256E-14,2.1175E-14,3.2069E-14,4.89,1.107
eFEDS J084051.7+014122,7662,130.21555384465375,1.6895411562756357,32.637203,54.273373,0.4113599956035614,1,-1.0,-1.0,-1.0,2.0766E43,1.7412E43,2.4605E43,6.2993E43,4.5437E43,8.8988E43,3.8628E-14,3.2534E-14,4.5506E-14,-1.0,-1.0,-1.0,2.9499E43,2.4937E43,3.4522E43,8.8972E43,6.5647E43,1.2519E44,5.5055E-14,4.7165E-14,6.3641E-14,6.71,1.4968
eFEDS J084058.4+050408,7625,130.2434151047505,5.068836678146097,7.331706,26.579117,1.26483,0,-1.0,-1.0,-1.0,1.2124E44,8.3277E43,1.6442E44,6.5873E44,4.2541E44,9.4956E44,2.0124E-14,1.4235E-14,2.745E-14,-1.0,-1.0,-1.0,1.4555E44,9.2856E43,2.0024E44,7.8739E44,5.0255E44,1.151E45,2.4285E-14,1.569E-14,3.3262E-14,3.76,0.7301
eFEDS J084102.2+044735,6014,130.25912992633704,4.793009487952554,22.686073,50.458103,0.2025199979543686,1,-1.0,-1.0,-1.0,5.4444E42,4.692E42,6.2413E42,9.6259E42,8.2449E42,1.1327E43,4.5333E-14,3.887E-14,5.2222E-14,-1.0,-1.0,-1.0,7.4876E42,6.2284E42,8.6468E42,1.3274E43,1.103E43,1.5605E43,6.2604E-14,5.2289E-14,7.247E-14,6.46,2.0037
eFEDS J084105.5+031640,1906,130.2731262230488,3.2776806996496055,32.33287,146.15529,0.33662,0,2.719868245738313,2.003131684108946,4.3650248959136855,2.7774E43,2.4546E43,3.1241E43,6.8604E43,5.7575E43,8.6593E43,7.8524E-14,7.031E-14,8.8428E-14,-1.0,-1.0,-1.0,3.5634E43,3.2016E43,4.0213E43,8.8618E43,7.4848E43,1.1288E44,1.0137E-13,9.1357E-14,1.1302E-13,9.95,1.6595
eFEDS J084107.2+050459,4300,130.28010815638228,5.083174491227942,8.064554,56.10462,0.2881,0,-1.0,-1.0,-1.0,8.0013E42,6.0079E42,1.0275E43,3.7625E43,2.795E43,4.8209E43,3.5364E-14,2.6579E-14,4.5453E-14,-1.0,-1.0,-1.0,8.3487E42,6.2392E42,1.0904E43,3.9104E43,2.9129E43,5.1432E43,3.6865E-14,2.7623E-14,4.8129E-14,4.57,0.7388
eFEDS J084110.9+005200,5702,130.29528905418746,0.8667699283465942,7.132993,39.444313,0.41521,0,-1.0,-1.0,-1.0,1.2059E43,6.6743E42,3.1597E43,3.0813E43,1.6862E43,9.8092E43,1.6351E-14,1.0117E-14,2.1848E-14,-1.0,-1.0,-1.0,1.2821E43,6.9368E42,3.4884E43,3.3218E43,1.7333E43,1.0916E44,1.7247E-14,1.0564E-14,2.3864E-14,3.58,0.599
eFEDS J084111.9-001946,7983,130.29938380993093,-0.32969037006454865,10.94085,18.878548,0.702565,0,-1.0,-1.0,-1.0,3.1884E43,2.3097E43,4.4016E43,1.0017E44,6.6239E43,1.568E44,1.7057E-14,1.2928E-14,2.2536E-14,-1.0,-1.0,-1.0,5.3032E43,4.1084E43,7.1747E43,1.6641E44,1.1579E44,2.6195E44,2.8773E-14,2.267E-14,3.582E-14,4.82,1.4912
eFEDS J084116.6+020700,9822,130.31914187250047,2.116796357583777,10.145024,25.119583,0.579875,0,-1.0,-1.0,-1.0,1.7431E43,1.0744E43,2.4197E43,4.3711E43,2.6408E43,6.3692E43,1.3903E-14,8.4302E-15,1.9101E-14,-1.0,-1.0,-1.0,2.0773E43,1.2104E43,3.0542E43,5.2124E43,2.9477E43,7.9693E43,1.6587E-14,9.3269E-15,2.4055E-14,3.3,0.7155
eFEDS J084124.2-023350,9149,130.35052925400453,-2.564054316774294,15.567788,30.382576,0.20407,0,-1.0,-1.0,-1.0,3.8587E42,3.0263E42,4.7083E42,1.4579E43,9.7128E42,1.9579E43,3.4997E-14,2.7433E-14,4.2683E-14,-1.0,-1.0,-1.0,4.3226E42,3.3485E42,5.3825E42,1.6405E43,1.0879E43,2.207E43,3.9125E-14,3.0135E-14,4.8706E-14,5.06,1.2
eFEDS J084124.7+004636,6605,130.35297110937924,0.7767779383318274,9.964347,41.80927,0.4074999988079071,1,-1.0,-1.0,-1.0,1.6198E43,1.2655E43,1.9868E43,3.7302E43,2.7897E43,4.9517E43,2.8685E-14,2.2543E-14,3.516E-14,-1.0,-1.0,-1.0,1.8665E43,1.4313E43,2.3706E43,4.2733E43,3.1208E43,5.7853E43,3.3063E-14,2.554E-14,4.1653E-14,5.21,0.9577
eFEDS J084129.0+002645,5591,130.37084338431686,0.4460120824386309,10.18952,56.18972,0.40213000774383545,1,-1.0,-1.0,-1.0,2.2854E43,2.0077E43,2.5745E43,4.5198E43,3.9342E43,5.2963E43,4.0048E-14,3.5356E-14,4.5239E-14,-1.0,-1.0,-1.0,3.4752E43,3.0338E43,3.9241E43,6.8389E43,5.958E43,8.0E43,6.0816E-14,5.3334E-14,6.8599E-14,8.03,3.1371
eFEDS J084134.2+043504,7544,130.39245698585196,4.584360636065294,11.196411,40.86019,0.56,0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0227E43,-1.0,-1.0,4.8691E43,-1.0,-1.0,1.2659E-14,-1.0,-1.0,-1.0,-1.0,-1.0,4.3073E43,-1.0,-1.0,6.8803E43,-1.0,-1.0,1.7794E-14,2.13,1.2944
eFEDS J084135.0+010150,1644,130.39583414307504,1.030561634735209,16.545742,139.60555,0.50666,0,-1.0,-1.0,-1.0,4.0364E43,3.3042E43,4.9387E43,1.1197E44,8.4329E43,1.7371E44,4.5347E-14,3.7756E-14,5.5048E-14,-1.0,-1.0,-1.0,4.4764E43,3.6168E43,5.4922E43,1.2378E44,9.2422E43,1.9113E44,5.0395E-14,4.1804E-14,6.0859E-14,7.17,0.8774
eFEDS J084135.8-005048,4430,130.39884779502881,-0.8467796973344746,6.028528,59.98929,0.3276,0,-1.0,-1.0,-1.0,1.0011E43,6.8784E42,1.3366E43,2.9839E43,1.8745E43,4.6795E43,3.1197E-14,2.162E-14,4.087E-14,-1.0,-1.0,-1.0,1.0301E43,6.9186E42,1.3932E43,3.0795E43,1.9163E43,4.8703E43,3.2441E-14,2.1859E-14,4.2954E-14,5.54,0.6584
eFEDS J084143.0+002841,8433,130.4291633546172,0.47818354462002366,19.218342,33.85314,0.20622999966144562,1,-1.0,-1.0,-1.0,4.8971E42,4.0246E42,5.9174E42,8.1343E42,6.6144E42,9.8369E42,3.8852E-14,3.1829E-14,4.7095E-14,-1.0,-1.0,-1.0,6.6221E42,5.365E42,8.2367E42,1.1035E43,8.7528E42,1.3586E43,5.2369E-14,4.2668E-14,6.53E-14,5.62,1.8816
eFEDS J084146.4-021340,18047,130.44315078783868,-2.227763957962331,11.8176155,12.92401,0.42814,0,-1.0,-1.0,-1.0,8.7816E42,6.0665E42,1.2126E43,1.4167E43,9.925E42,1.9452E43,1.1761E-14,8.2746E-15,1.5859E-14,-1.0,-1.0,-1.0,1.2552E43,8.5078E42,1.7729E43,2.0374E43,1.4327E43,2.7935E43,1.7011E-14,1.184E-14,2.2805E-14,3.59,1.2355
eFEDS J084146.5+045613,2796,130.44381336116896,4.936850429534909,12.105576,84.988945,0.6357700228691101,1,-1.0,-1.0,-1.0,1.2707E43,7.1342E42,2.6951E43,3.9377E43,2.0332E43,8.3165E43,8.7458E-15,4.8683E-15,1.8207E-14,-1.0,-1.0,-1.0,2.7047E43,1.6867E43,4.5066E43,8.2127E43,4.7779E43,1.436E44,1.8463E-14,1.1725E-14,2.9735E-14,3.67,2.447
eFEDS J084148.2+004911,3008,130.45068449749388,0.8198218550008899,16.78492,80.86601,0.07837499678134918,1,-1.0,-1.0,-1.0,8.0377E41,6.6305E41,9.9657E41,3.5957E42,2.9622E42,4.4463E42,5.5764E-14,4.5999E-14,6.9149E-14,-1.0,-1.0,-1.0,8.0554E41,6.6411E41,1.002E42,3.6023E42,2.9695E42,4.4715E42,5.5881E-14,4.6076E-14,6.9514E-14,6.77,0.8582
eFEDS J084151.4-003358,3706,130.46398439818182,-0.5661317641752798,6.048423,12.898732,0.22161999344825745,1,-1.0,-1.0,-1.0,6.4899E42,5.2249E42,7.9897E42,1.1734E43,8.9317E42,1.8451E43,4.3766E-14,3.5133E-14,5.4261E-14,-1.0,-1.0,-1.0,9.6534E42,7.7144E42,1.1788E43,1.7232E43,1.3123E43,2.7675E43,6.4953E-14,5.1684E-14,7.9593E-14,6.36,2.1439
eFEDS J084151.8+004352,6543,130.46556115234816,0.7311089539436415,12.487229,25.507204,0.237435,0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4535E42,-1.0,-1.0,1.6142E43,-1.0,-1.0,2.3223E-14,-1.0,-1.0,-1.0,-1.0,-1.0,3.5397E42,-1.0,-1.0,1.6572E43,-1.0,-1.0,2.3804E-14,3.02,0.5407
eFEDS J084152.0-010156,6071,130.46650650639126,-1.0323477817743465,9.122033,36.793434,0.2697699964046478,1,-1.0,-1.0,-1.0,4.7366E42,3.6061E42,5.9964E42,1.7861E43,1.1362E43,2.5754E43,2.3526E-14,1.8013E-14,2.9577E-14,-1.0,-1.0,-1.0,5.0497E42,3.8683E42,6.3553E42,1.8942E43,1.2082E43,2.7347E43,2.5051E-14,1.9185E-14,3.1255E-14,4.98,0.8793
eFEDS J084201.3+040534,6988,130.50559553217775,4.092817300805454,6.5748024,36.516098,0.75822,0,-1.0,-1.0,-1.0,3.8663E43,2.898E43,5.0664E43,1.4445E44,9.6142E43,2.1897E44,1.867E-14,1.4234E-14,2.3712E-14,-1.0,-1.0,-1.0,4.2103E43,3.0826E43,5.5961E43,1.5639E44,1.0442E44,2.3931E44,2.0399E-14,1.5124E-14,2.6383E-14,4.47,0.5744
eFEDS J084201.8+005942,3334,130.50756649482256,0.9949774349917588,7.517723,9.9491415,0.08664499968290329,1,-1.0,-1.0,-1.0,-1.0,-1.0,3.4488E41,-1.0,-1.0,1.5363E42,-1.0,-1.0,1.9445E-14,-1.0,-1.0,-1.0,-1.0,-1.0,3.8299E41,-1.0,-1.0,1.7148E42,-1.0,-1.0,2.1594E-14,0.76,0.7011
eFEDS J084210.5+020559,7967,130.54390384948624,2.099660633532134,6.797427,27.96724,0.421115,0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9407E42,-1.0,-1.0,1.5935E43,-1.0,-1.0,1.3137E-14,-1.0,-1.0,-1.0,-1.0,-1.0,1.0395E43,-1.0,-1.0,1.8654E43,-1.0,-1.0,1.5382E-14,1.27,0.5579
eFEDS J084221.0+013844,3295,130.58747471841875,1.6457462304397326,27.714725,64.45865,0.4205400049686432,1,-1.0,-1.0,-1.0,3.3712E43,2.9513E43,3.8312E43,7.0458E43,6.1319E43,8.0767E43,5.4173E-14,4.7462E-14,6.1416E-14,2.0631012741609838,1.6567375404461016,3.035588315796157,5.6452E43,4.982E43,6.4374E43,1.1853E44,1.0319E44,1.3555E44,9.0858E-14,8.0045E-14,1.0267E-13,9.97,2.4766
eFEDS J084223.1+003340,4993,130.59631983632184,0.5613408860117018,10.964145,55.270054,1.07717,0,-1.0,-1.0,-1.0,2.1965E44,1.1258E44,3.9415E44,4.4205E44,2.3441E44,7.919E44,3.2941E-14,1.7327E-14,5.8729E-14,-1.0,-1.0,-1.0,2.4949E44,1.4033E44,4.1123E44,5.0801E44,2.9472E44,8.3714E44,3.7823E-14,2.2083E-14,6.2386E-14,5.93,0.6716
eFEDS J084240.8-011643,2859,130.66983980509224,-1.2786730407120699,18.54677,16.523666,0.2104099988937378,1,-1.0,-1.0,-1.0,1.5436E42,8.6299E41,3.7843E42,-1.0,-1.0,1.4599E43,9.1524E-15,5.7453E-15,1.464E-14,-1.0,-1.0,-1.0,1.5558E42,8.6496E41,3.9494E42,-1.0,-1.0,1.5537E43,9.1793E-15,5.7453E-15,1.4942E-14,5.69,0.3209
eFEDS J084247.0-000917,4861,130.6956055209134,-0.15477129024472197,31.34431,45.73198,0.42017999291419983,1,-1.0,-1.0,-1.0,2.2506E43,1.8131E43,2.7252E43,5.8632E43,4.4624E43,8.2046E43,3.8747E-14,3.1213E-14,4.6092E-14,-1.0,-1.0,-1.0,3.7675E43,3.1486E43,4.3831E43,9.7568E43,7.6458E43,1.355E44,6.5234E-14,5.4097E-14,7.514E-14,7.44,1.8772
eFEDS J084253.7+002006,6903,130.7237786095814,0.335035220431319,6.6380963,29.725372,0.344875,0,-1.0,-1.0,-1.0,5.7507E42,3.9158E42,8.1446E42,1.1886E43,7.7239E42,1.7924E43,1.4677E-14,9.8655E-15,2.0433E-14,-1.0,-1.0,-1.0,6.0195E42,4.1095E42,8.7036E42,1.2496E43,8.1624E42,1.9232E43,1.5438E-14,1.047E-14,2.1845E-14,3.35,0.6192
eFEDS J084255.6+042333,2475,130.73174325782023,4.392425723086338,32.253437,129.43575,0.4837599992752075,1,-1.0,-1.0,-1.0,4.4246E43,3.9123E43,4.9748E43,1.062E44,9.1227E43,1.2412E44,5.3554E-14,4.7768E-14,5.9618E-14,-1.0,-1.0,-1.0,5.9667E43,5.3049E43,6.6616E43,1.4268E44,1.2351E44,1.6685E44,7.2151E-14,6.4463E-14,8.0082E-14,9.32,1.6142
eFEDS J084258.4-004037,4269,130.7431577343979,-0.6772163133856004,7.6878815,55.416683,0.40748,0,-1.0,-1.0,-1.0,3.861E42,2.5913E42,5.821E42,8.4719E42,5.3676E42,1.4295E43,6.7559E-15,4.4764E-15,1.0061E-14,-1.0,-1.0,-1.0,9.3386E42,5.8424E42,1.2922E43,2.0134E43,1.2235E43,3.1321E43,1.627E-14,1.0211E-14,2.2554E-14,4.6,4.5744
