ID,ID_SRC,RA,DEC,EXT_LIKE,DET_LIKE,z,z_type,T_300kpc,T_300kpc_L,T_300kpc_U,L_300kpc,L_300kpc_L,L_300kpc_U,Lbol_300kpc,Lbol_300kpc_L,Lbol_300kpc_U,F_300kpc,F_300kpc_L,F_300kpc_U,T_500kpc,T_500kpc_L,T_500kpc_U,L_500kpc,L_500kpc_L,L_500kpc_U,Lbol_500kpc,Lbol_500kpc_L,Lbol_500kpc_U,F_500kpc,F_500kpc_L,F_500kpc_U,SNR_MAX,R_SNR_MAX_ARCMIN
eFEDS J090333.8+043950,9404,135.8909036397063,4.663962565995093,24.24072,24.597052,0.222425,0,-1.0,-1.0,-1.0,7.2553E42,5.8249E42,8.8991E42,1.2265E43,9.7619E42,1.6903E43,4.6143E-14,3.7296E-14,5.4464E-14,-1.0,-1.0,-1.0,8.7347E42,6.9503E42,1.0774E43,1.4707E43,1.177E43,2.0669E43,5.4968E-14,4.4869E-14,6.5933E-14,5.7,1.4998
eFEDS J090335.0+022006,8941,135.89586739518202,2.335080502904576,6.43046,15.380791,0.34548,0,-1.0,-1.0,-1.0,4.4568E42,2.8933E42,6.16E42,2.2616E43,1.3826E43,3.1459E43,1.3324E-14,8.7214E-15,1.8387E-14,-1.0,-1.0,-1.0,4.8161E42,2.9907E42,6.6962E42,2.4286E43,1.4643E43,3.4316E43,1.4372E-14,8.9973E-15,1.9823E-14,3.43,0.6796
eFEDS J090336.8+033125,12221,135.90330651888607,3.523546361088704,13.109365,26.102047,0.61745,0,-1.0,-1.0,-1.0,2.3202E43,1.8159E43,2.9315E43,9.9601E43,6.8477E43,1.3479E44,1.8323E-14,1.4402E-14,2.3165E-14,-1.0,-1.0,-1.0,3.1442E43,2.384E43,4.0232E43,1.3447E44,9.0143E43,1.8311E44,2.4996E-14,1.9243E-14,3.1524E-14,4.16,0.9954
eFEDS J090408.6+012555,5774,136.03596202560823,1.4320093325977838,9.383757,40.471767,0.841485,0,-1.0,-1.0,-1.0,1.269E43,6.8005E42,2.1886E43,-1.0,-1.0,9.8568E43,4.9481E-15,2.5902E-15,8.3819E-15,-1.0,-1.0,-1.0,2.5343E43,1.3884E43,3.8626E43,-1.0,-1.0,1.756E44,9.8667E-15,5.4058E-15,1.4959E-14,2.71,1.8039
eFEDS J090409.7+003831,9877,136.04043072122244,0.6420997002370418,12.218319,18.616108,0.31130000948905945,1,-1.0,-1.0,-1.0,9.8952E42,8.0056E42,1.186E43,1.4745E43,1.1923E43,1.7685E43,2.8812E-14,2.3454E-14,3.4531E-14,-1.0,-1.0,-1.0,1.3143E43,1.0625E43,1.5984E43,1.9535E43,1.5901E43,2.3712E43,3.8273E-14,3.1201E-14,4.5978E-14,5.52,1.44
eFEDS J090417.1+040439,13330,136.07122241883,4.077551100567492,10.941787,19.834618,0.53592,0,-1.0,-1.0,-1.0,2.0001E43,1.5976E43,2.4727E43,6.0121E43,4.4115E43,8.59E43,2.0266E-14,1.6403E-14,2.4886E-14,-1.0,-1.0,-1.0,3.6123E43,3.0084E43,4.3073E43,1.0809E44,8.2721E43,1.5452E44,3.657E-14,3.0958E-14,4.3064E-14,5.92,1.9737
eFEDS J090418.7+020642,3590,136.07778918764748,2.111745957614219,32.850376,78.52494,0.808323,0,-1.0,-1.0,-1.0,8.6983E43,7.2587E43,1.0565E44,2.9119E44,2.2088E44,4.2784E44,3.501E-14,2.9979E-14,4.0549E-14,-1.0,-1.0,-1.0,1.1407E44,9.6214E43,1.3508E44,3.786E44,2.8997E44,5.6276E44,4.5698E-14,3.9705E-14,5.1387E-14,7.66,1.0305
eFEDS J090419.2-010436,12660,136.0796241671076,-1.076735805139282,13.633621,23.601843,0.30567997694015503,1,-1.0,-1.0,-1.0,7.4095E42,5.8062E42,9.2205E42,1.163E43,8.9869E42,1.4665E43,2.2091E-14,1.7687E-14,2.6938E-14,-1.0,-1.0,-1.0,9.5815E42,7.3953E42,1.1971E43,1.5133E43,1.1521E43,1.9252E43,2.8607E-14,2.2588E-14,3.5117E-14,4.77,1.2588
eFEDS J090430.7+042648,1075,136.12816132364654,4.446808381919315,37.73488,209.8289,0.45662999153137207,1,2.7853275194468163,2.2094154933187826,4.232395058359853,5.8874E43,5.071E43,6.7185E43,1.256E44,1.0837E44,1.4566E44,7.8589E-14,6.7768E-14,8.9314E-14,2.233565663400239,1.8335649096373214,2.8568492372071717,6.5734E43,5.7075E43,7.4972E43,1.42E44,1.2132E44,1.6324E44,8.7749E-14,7.5977E-14,1.0023E-13,10.27,1.0354
eFEDS J090452.5+033326,2931,136.21874089372898,3.5573510868569613,18.768269,66.259094,0.808465,0,-1.0,-1.0,-1.0,7.6267E43,6.257E43,9.5166E43,2.9416E44,2.1529E44,4.2584E44,3.2071E-14,2.6527E-14,3.9213E-14,-1.0,-1.0,-1.0,1.1936E44,9.9679E43,1.4363E44,4.5709E44,3.3945E44,6.474E44,5.049E-14,4.1965E-14,5.8857E-14,8.27,1.8263
eFEDS J090540.1+043441,354,136.41707008944982,4.577979349445704,231.4241,678.22845,0.23596,0,3.871932532266606,2.9777410403491293,5.492460167362252,6.7608E43,6.3188E43,7.2112E43,1.8197E44,1.6291E44,2.1141E44,4.3487E-13,4.0597E-13,4.6296E-13,3.8654772275888742,2.948571859869769,5.730278815914132,8.8526E43,8.304E43,9.3593E43,2.3743E44,2.1436E44,2.7808E44,5.6871E-13,5.3302E-13,5.9977E-13,23.79,2.6452
eFEDS J090540.8+013219,3585,136.4198721490413,1.5387913789152645,28.100695,79.57466,0.6440100073814392,1,-1.0,-1.0,-1.0,6.0687E43,5.0987E43,7.16E43,1.7686E44,1.4375E44,2.5377E44,4.0099E-14,3.4397E-14,4.6348E-14,-1.0,-1.0,-1.0,8.9411E43,7.4975E43,1.0302E44,2.5707E44,2.1191E44,3.7601E44,5.8815E-14,5.0412E-14,6.6624E-14,7.85,1.3532
eFEDS J090553.6+002244,5170,136.47321570305326,0.3790738390517304,10.762758,69.42714,0.3671,0,-1.0,-1.0,-1.0,1.4154E43,1.152E43,1.6703E43,5.6868E43,3.5081E43,7.5272E43,3.5114E-14,2.8711E-14,4.1665E-14,-1.0,-1.0,-1.0,1.6145E43,1.3041E43,1.9364E43,6.4032E43,4.0037E43,8.6519E43,4.0383E-14,3.2809E-14,4.8039E-14,6.07,0.9767
eFEDS J090600.4-002521,9359,136.50159969510912,-0.42256627657465284,18.71879,41.724163,0.2987000048160553,1,-1.0,-1.0,-1.0,1.0837E43,8.8602E42,1.2847E43,1.6137E43,1.3125E43,1.9162E43,3.5038E-14,2.8787E-14,4.148E-14,-1.0,-1.0,-1.0,1.2693E43,1.0267E43,1.5292E43,1.8932E43,1.5242E43,2.258E43,4.1165E-14,3.3549E-14,4.8427E-14,5.78,1.178
eFEDS J090601.1+000055,3259,136.50432619022158,0.0154121635024441,18.63685,92.2432,0.1997700035572052,1,-1.0,-1.0,-1.0,8.5077E42,7.4184E42,9.5036E42,1.92E43,1.6344E43,2.3404E43,7.6792E-14,6.6976E-14,8.5813E-14,2.1479459425230125,1.6677318783834616,3.3648167105957603,1.1993E43,1.0151E43,1.3506E43,2.7023E43,2.235E43,3.331E43,1.0814E-13,9.1604E-14,1.2183E-13,9.14,2.5469
eFEDS J090609.4+042924,11420,136.53920002158623,4.490119542622253,7.7700124,19.385437,0.4061799943447113,1,-1.0,-1.0,-1.0,1.2262E43,9.6609E42,1.5117E43,3.1582E43,2.3158E43,4.2624E43,2.2444E-14,1.7899E-14,2.7708E-14,-1.0,-1.0,-1.0,1.6579E43,1.286E43,2.0666E43,4.297E43,3.1049E43,5.7638E43,3.06E-14,2.3976E-14,3.8013E-14,4.59,1.1987
eFEDS J090614.7-010819,5854,136.56124640096544,-1.1388733377070324,16.869585,15.490218,0.894,0,-1.0,-1.0,-1.0,6.8715E43,4.3304E43,1.0426E44,3.9206E44,2.4398E44,6.0279E44,2.5524E-14,1.614E-14,3.8727E-14,-1.0,-1.0,-1.0,8.2816E43,5.8608E43,1.1665E44,4.7855E44,3.3139E44,6.6721E44,3.0769E-14,2.1749E-14,4.327E-14,5.87,0.7915
eFEDS J090627.5+035846,10162,136.61476884599216,3.979529070731981,7.390412,24.602137,0.4634299874305725,1,-1.0,-1.0,-1.0,6.472E42,4.1776E42,1.0724E43,1.2678E43,8.3537E42,2.0424E43,7.9957E-15,5.2364E-15,1.2971E-14,-1.0,-1.0,-1.0,1.3943E43,9.8634E42,1.9216E43,2.7485E43,1.9537E43,3.7995E43,1.7424E-14,1.2275E-14,2.3815E-14,4.59,3.2532
eFEDS J090629.0-012938,2424,136.62065350354567,-1.4941007492335086,46.102074,119.010056,0.4308899939060211,1,2.460121632884928,1.9182390582001612,3.9549814764304356,2.8007E43,2.4751E43,3.1692E43,6.9396E43,5.9192E43,8.9403E43,4.5086E-14,4.0039E-14,5.0726E-14,-1.0,-1.0,-1.0,3.9032E43,3.501E43,4.3696E43,9.7085E43,8.332E43,1.2407E44,6.277E-14,5.6703E-14,7.0221E-14,10.61,1.5563
eFEDS J090634.9+045034,8384,136.64544677216162,4.842652040037256,10.556057,42.721165,0.88414,0,-1.0,-1.0,-1.0,1.363E44,1.1027E44,1.7066E44,3.0459E44,2.461E44,3.7637E44,3.6906E-14,3.0203E-14,4.4821E-14,-1.0,-1.0,-1.0,1.8633E44,1.4755E44,2.283E44,4.1624E44,3.3614E44,4.9764E44,5.0497E-14,4.0921E-14,5.9874E-14,5.28,1.0902
eFEDS J090637.0+010852,7086,136.6541554412833,1.1478903131639149,29.587818,53.654327,0.78584,0,-1.0,-1.0,-1.0,5.3178E43,4.2136E43,6.5948E43,2.2419E44,1.5273E44,3.1581E44,2.409E-14,1.9367E-14,2.9225E-14,-1.0,-1.0,-1.0,7.7123E43,6.1585E43,9.412E43,3.3238E44,2.2321E44,4.5875E44,3.4948E-14,2.8192E-14,4.2114E-14,5.58,1.2512
eFEDS J090644.8+011124,5858,136.68669334657397,1.1901624910290804,9.775333,60.28155,0.44064,0,-1.0,-1.0,-1.0,1.8462E43,1.4199E43,2.3761E43,4.3598E43,3.2252E43,6.0012E43,2.7559E-14,2.1564E-14,3.5002E-14,-1.0,-1.0,-1.0,2.0413E43,1.5311E43,2.6267E43,4.8241E43,3.5005E43,6.5018E43,3.0551E-14,2.3208E-14,3.8738E-14,5.53,0.7563
eFEDS J090656.3+044718,12153,136.73465514647205,4.788216155954835,28.955173,32.180256,0.120395,0,1.5768282175235133,1.3678915842618453,1.9841964883300434,5.2275E42,4.6809E42,5.8028E42,9.5396E42,8.493E42,1.0588E43,1.3763E-13,1.2354E-13,1.5273E-13,1.4000595118452686,1.241640384072907,1.6331680389055232,8.6287E42,7.8272E42,9.3926E42,1.574E43,1.42E43,1.7232E43,2.2742E-13,2.0673E-13,2.4777E-13,10.59,4.2775
eFEDS J090700.8+011032,9463,136.7531371657148,1.1756686500137368,10.286806,23.068323,0.79875,0,-1.0,-1.0,-1.0,3.7449E43,2.1467E43,5.4379E43,1.1392E44,6.6336E43,1.9682E44,1.4461E-14,9.0013E-15,2.0633E-14,-1.0,-1.0,-1.0,4.0362E43,2.3431E43,6.1208E43,1.2485E44,7.09E43,2.1339E44,1.602E-14,9.2869E-15,2.2936E-14,3.78,0.535
eFEDS J090703.9+010756,13484,136.76633861832732,1.1322664144054406,7.8976164,12.573466,0.3074,0,-1.0,-1.0,-1.0,-1.0,-1.0,3.4157E42,-1.0,-1.0,1.6135E43,-1.0,-1.0,1.312E-14,-1.0,-1.0,-1.0,-1.0,-1.0,3.5628E42,-1.0,-1.0,1.681E43,-1.0,-1.0,1.3693E-14,1.88,0.2979
eFEDS J090718.6+035258,6439,136.82778144256275,3.8828725854550092,23.310211,50.319557,0.72875,0,-1.0,-1.0,-1.0,5.2087E43,4.2559E43,6.2999E43,1.4859E44,1.1596E44,2.0011E44,2.5513E-14,2.1143E-14,2.9797E-14,-1.0,-1.0,-1.0,7.5215E43,6.2251E43,9.0162E43,2.1548E44,1.7231E44,2.7994E44,3.6932E-14,3.0933E-14,4.2981E-14,6.28,1.1528
eFEDS J090723.9-011210,2680,136.84942588555214,-1.2028720963578552,32.52281,107.88454,0.2506999969482422,1,2.1542937360029137,1.6823809189379098,3.4058279461284124,1.1423E43,1.0257E43,1.2781E43,2.5693E43,2.2446E43,2.9871E43,6.1947E-14,5.5674E-14,6.9339E-14,2.307225543480744,1.7483710341769878,3.3161449962311256,1.5492E43,1.3923E43,1.7224E43,3.4994E43,3.0557E43,4.0381E43,8.4294E-14,7.5784E-14,9.3613E-14,9.59,1.962
eFEDS J090734.4-012744,13028,136.89298260534343,-1.4624807223332814,10.165903,19.965225,0.921708,0,-1.0,-1.0,-1.0,-1.0,-1.0,1.1194E44,-1.0,-1.0,1.4758E44,-1.0,-1.0,7.7888E-15,-1.0,-1.0,-1.0,-1.0,-1.0,1.272E44,-1.0,-1.0,1.7167E44,-1.0,-1.0,9.3947E-15,1.51,0.3954
eFEDS J090739.8-010633,10976,136.91568575500088,-1.1094135819651616,6.503172,29.668524,0.217849999666214,1,-1.0,-1.0,-1.0,4.6153E42,3.5135E42,5.8857E42,7.7777E42,5.734E42,1.0989E43,2.9514E-14,2.2706E-14,3.6445E-14,-1.0,-1.0,-1.0,5.1025E42,3.719E42,6.7557E42,8.5809E42,6.0798E42,1.233E43,3.2126E-14,2.4173E-14,4.1981E-14,4.93,1.1028
eFEDS J090750.2+025006,4691,136.95911614434837,2.835065832196089,22.582048,53.9892,0.64752,0,-1.0,-1.0,-1.0,4.1337E43,3.3803E43,5.1135E43,1.6829E44,1.1323E44,2.2846E44,2.8859E-14,2.4077E-14,3.473E-14,-1.0,-1.0,-1.0,5.7726E43,4.8448E43,6.9609E43,2.365E44,1.5804E44,3.123E44,4.0196E-14,3.4379E-14,4.7075E-14,6.15,1.3332
eFEDS J090752.0+024647,13368,136.9666126087501,2.7797385680095714,7.5332756,21.105995,0.6177700161933899,1,-1.0,-1.0,-1.0,2.1972E43,1.5018E43,2.9714E43,4.9174E43,3.302E43,7.8754E43,1.4381E-14,9.8583E-15,1.875E-14,-1.0,-1.0,-1.0,3.3981E43,2.4226E43,4.5983E43,7.7803E43,5.3687E43,1.207E44,2.2295E-14,1.6149E-14,2.8415E-14,4.06,1.3521
eFEDS J090752.9+013407,2074,136.97054831993196,1.5687113200473086,9.430615,17.895164,0.16346000134944916,1,-1.0,-1.0,-1.0,4.9312E42,3.8211E42,5.9539E42,1.1007E43,8.4031E42,1.4022E43,6.9153E-14,5.343E-14,8.3301E-14,-1.0,-1.0,-1.0,6.3751E42,4.4445E42,8.0837E42,1.4252E43,9.7246E42,1.8847E43,8.9176E-14,6.1761E-14,1.1327E-13,7.56,2.1247
eFEDS J090754.6+005738,5219,136.977235775316,0.9606617013960829,16.634935,58.382286,0.7375,0,-1.0,-1.0,-1.0,5.2555E43,4.3347E43,6.3524E43,2.5545E44,1.8212E44,3.2213E44,2.8406E-14,2.3682E-14,3.3648E-14,-1.0,-1.0,-1.0,7.826E43,6.6108E43,9.3291E43,3.8249E44,2.7098E44,4.749E44,4.2272E-14,3.6331E-14,4.9836E-14,6.45,1.4309
eFEDS J090757.6+025428,9569,136.98996563184352,2.9077334368182184,9.204806,32.27432,0.7976199984550476,1,-1.0,-1.0,-1.0,6.1094E43,4.759E43,7.8685E43,1.578E44,1.201E44,2.2585E44,2.2842E-14,1.8283E-14,2.7939E-14,-1.0,-1.0,-1.0,8.3594E43,6.5617E43,1.0433E44,2.1443E44,1.66E44,3.0682E44,3.143E-14,2.4778E-14,3.7274E-14,5.36,1.0507
eFEDS J090803.9+020045,2234,137.01623070920107,2.012654991051035,15.425119,117.39721,0.46825000643730164,1,-1.0,-1.0,-1.0,4.0539E43,3.5178E43,4.6268E43,1.1207E44,9.3958E43,1.4038E44,5.5159E-14,4.8216E-14,6.2794E-14,-1.0,-1.0,-1.0,4.9107E43,4.286E43,5.5919E43,1.3589E44,1.1386E44,1.6826E44,6.7175E-14,5.8766E-14,7.5996E-14,8.54,1.1955
eFEDS J090806.0+011953,7084,137.02499959444944,1.3313888224250527,10.609841,34.927155,0.6589199900627136,1,-1.0,-1.0,-1.0,3.6738E43,2.9625E43,4.5529E43,1.3918E44,9.6372E43,1.9242E44,2.4181E-14,1.9831E-14,2.9387E-14,-1.0,-1.0,-1.0,4.5273E43,3.6268E43,5.6828E43,1.7184E44,1.1927E44,2.4092E44,3.0353E-14,2.4485E-14,3.6485E-14,5.18,0.9549
eFEDS J090806.5+032613,12592,137.02703470623774,3.436994817167934,7.050894,18.64796,0.739955,0,-1.0,-1.0,-1.0,2.8217E43,1.8352E43,4.1424E43,5.9141E43,3.8964E43,8.8636E43,1.1097E-14,7.5989E-15,1.5456E-14,-1.0,-1.0,-1.0,3.7761E43,2.3728E43,5.5757E43,8.0281E43,5.0347E43,1.1918E44,1.5127E-14,9.7603E-15,2.0786E-14,3.22,0.8923
eFEDS J090806.9+042352,6554,137.0289338631999,4.3977258358911,33.207058,56.688286,0.20465999841690063,1,-1.0,-1.0,-1.0,6.8395E42,6.0858E42,7.7348E42,1.6665E43,1.4605E43,1.9431E43,5.9051E-14,5.2631E-14,6.6772E-14,-1.0,-1.0,-1.0,1.0739E43,9.5928E42,1.2001E43,2.6162E43,2.2852E43,3.0192E43,9.2534E-14,8.2908E-14,1.0388E-13,8.41,2.6878
eFEDS J090811.7-014811,3984,137.04864321412535,-1.8032178950518143,13.372014,72.515724,0.03999999910593033,1,-1.0,-1.0,-1.0,1.3433E41,1.043E41,1.6352E41,2.151E41,1.6601E41,2.6343E41,3.5522E-14,2.7571E-14,4.3089E-14,-1.0,-1.0,-1.0,1.3444E41,1.043E41,1.6363E41,2.1523E41,1.6601E41,2.6433E41,3.5534E-14,2.7571E-14,4.3145E-14,6.62,1.2063
eFEDS J090816.3+033416,11470,137.06805383442614,3.5712816731267307,7.864993,22.827396,0.13653,0,-1.0,-1.0,-1.0,2.1436E42,1.6166E42,2.6507E42,3.6554E42,2.704E42,4.7658E42,4.2432E-14,3.2184E-14,5.2709E-14,-1.0,-1.0,-1.0,2.4216E42,1.7153E42,3.1004E42,4.1659E42,2.9417E42,5.5759E42,4.8066E-14,3.4514E-14,6.1848E-14,5.35,1.5637
eFEDS J090817.3-013034,15548,137.07169070284453,-1.5095820195872398,14.10103,18.151833,0.3312700092792511,1,-1.0,-1.0,-1.0,5.0435E42,3.9847E42,6.4012E42,2.2015E43,1.5166E43,2.9115E43,1.6151E-14,1.2847E-14,2.048E-14,-1.0,-1.0,-1.0,7.4184E42,5.8083E42,9.2035E42,3.2264E43,2.1596E43,4.247E43,2.3791E-14,1.8549E-14,2.9463E-14,4.56,1.4398
eFEDS J090821.7-014115,16287,137.090310788336,-1.6876013326523267,8.560789,18.422676,0.19990000128746033,1,-1.0,-1.0,-1.0,2.9309E42,2.1754E42,3.6276E42,5.2304E42,3.798E42,7.2218E42,2.4474E-14,1.8231E-14,3.0317E-14,-1.0,-1.0,-1.0,3.5207E42,2.4223E42,4.6216E42,6.3171E42,4.3604E42,8.8612E42,2.9557E-14,2.0562E-14,3.8388E-14,5.68,1.3816
eFEDS J090821.9+025141,8248,137.09125329283125,2.8615265683515694,7.7280517,17.92809,0.812248,0,-1.0,-1.0,-1.0,4.4905E43,2.8927E43,6.3651E43,8.8431E43,6.0783E43,1.2512E44,1.3462E-14,9.2617E-15,1.8455E-14,-1.0,-1.0,-1.0,6.8348E43,4.6838E43,9.6743E43,1.3585E44,9.7511E43,1.8651E44,2.0843E-14,1.4938E-14,2.7418E-14,4.08,1.2695
eFEDS J090838.1+015226,1479,137.15853464345503,1.874050993804335,42.931152,183.57303,0.2640700042247772,1,-1.0,-1.0,-1.0,2.0577E43,1.8631E43,2.2304E43,4.6429E43,4.1069E43,5.1884E43,9.9674E-14,8.9964E-14,1.0792E-13,2.4922543722937722,1.9096314883763492,3.556337376872711,2.7877E43,2.5345E43,3.0088E43,6.3027E43,5.5682E43,7.0297E43,1.3456E-13,1.229E-13,1.4546E-13,11.63,2.2408
eFEDS J090844.0-013034,4974,137.18307738978214,-1.5094748459037826,6.8801494,44.81356,0.254720002412796,1,-1.0,-1.0,-1.0,3.7729E42,2.8211E42,4.7576E42,1.3621E43,9.3157E42,1.8554E43,2.1154E-14,1.5749E-14,2.6404E-14,-1.0,-1.0,-1.0,4.8224E42,3.4641E42,6.0302E42,1.7236E43,1.1759E43,2.3476E43,2.6984E-14,1.9433E-14,3.3738E-14,4.99,1.2619
eFEDS J090849.7+042242,2460,137.20722068230387,4.378317229427273,45.567486,128.33601,0.79625,0,-1.0,-1.0,-1.0,1.2813E44,1.0938E44,1.4817E44,3.9627E44,3.2573E44,5.4702E44,5.237E-14,4.6231E-14,5.9497E-14,-1.0,-1.0,-1.0,1.7571E44,1.5344E44,2.0185E44,5.3993E44,4.5327E44,7.5184E44,7.2239E-14,6.4552E-14,8.0793E-14,8.85,1.1505
eFEDS J090913.9-001214,885,137.3078528886296,-0.20401591577567665,67.62257,243.91013,0.3095400035381317,1,3.117740962115034,2.3359987349438924,4.4905505042915275,3.9787E43,3.6571E43,4.3136E43,9.5871E43,8.4998E43,1.1056E44,1.3627E-13,1.2488E-13,1.4681E-13,2.8426539132757225,2.1327211217864916,4.28205511419939,5.4956E43,5.0674E43,5.9324E43,1.325E44,1.1788E44,1.52E44,1.8775E-13,1.7343E-13,2.0237E-13,14.52,2.2398
eFEDS J090915.4-010104,2004,137.31388686698693,-1.017840711347423,28.8354,130.69429,0.821535,0,-1.0,-1.0,-1.0,1.2471E44,1.0707E44,1.4586E44,3.5653E44,3.0113E44,4.7387E44,4.6049E-14,4.0501E-14,5.221E-14,-1.0,-1.0,-1.0,1.7988E44,1.5329E44,2.0748E44,5.0955E44,4.3227E44,6.7503E44,6.6311E-14,5.8591E-14,7.4351E-14,9.13,1.6658
eFEDS J090916.1-015540,5772,137.3167800093014,-1.9279691836262451,30.088722,58.56324,0.32642999291419983,1,-1.0,-1.0,-1.0,1.1599E43,9.8659E42,1.355E43,3.0301E43,2.3795E43,4.4868E43,3.5641E-14,3.0547E-14,4.1588E-14,-1.0,-1.0,-1.0,1.6486E43,1.4153E43,1.9083E43,4.2987E43,3.3893E43,6.2882E43,5.0838E-14,4.3487E-14,5.8346E-14,7.27,1.6376
eFEDS J090930.6+034056,638,137.37751571374073,3.682170381882623,10.306753,15.229596,0.74,0,-1.0,-1.0,-1.0,1.2465E44,1.0564E44,1.4509E44,6.7505E44,5.5923E44,8.0594E44,6.9717E-14,5.9007E-14,8.1069E-14,-1.0,-1.0,-1.0,1.3798E44,1.1198E44,1.6124E44,7.4247E44,5.9329E44,8.9923E44,7.6704E-14,6.2635E-14,9.0211E-14,11.88,0.8742
eFEDS J090932.6-005020,3523,137.38566104974814,-0.8389742045511533,12.844718,75.474884,1.13375,0,-1.0,-1.0,-1.0,1.5129E44,1.2465E44,1.8909E44,6.6556E44,4.7236E44,9.2711E44,3.0288E-14,2.5635E-14,3.6433E-14,-1.0,-1.0,-1.0,1.953E44,1.5955E44,2.4047E44,8.572E44,6.1192E44,1.1784E45,3.9107E-14,3.3083E-14,4.6303E-14,6.5,1.0072
eFEDS J090938.1+040817,13180,137.40885698292087,4.137958224172931,14.284353,23.525288,0.16981,0,-1.0,-1.0,-1.0,3.0244E42,2.4612E42,3.6528E42,4.918E42,3.9267E42,6.1988E42,3.523E-14,2.8709E-14,4.2242E-14,-1.0,-1.0,-1.0,3.4274E42,2.6446E42,4.2761E42,5.5921E42,4.2445E42,7.2012E42,3.9915E-14,3.1182E-14,4.9576E-14,5.07,1.3845
eFEDS J091011.8+013914,13622,137.54908778519035,1.6540634772752076,14.680406,23.752808,0.2901749908924103,1,-1.0,-1.0,-1.0,8.4318E42,6.9793E42,9.8673E42,1.7446E43,1.4273E43,2.188E43,3.212E-14,2.6743E-14,3.7622E-14,-1.0,-1.0,-1.0,1.256E43,1.0662E43,1.4552E43,2.5984E43,2.1417E43,3.2168E43,4.788E-14,4.0809E-14,5.5834E-14,5.81,1.8607
eFEDS J091032.5+035301,8750,137.6353548997445,3.8837112470187902,17.429829,35.69382,0.35741,0,-1.0,-1.0,-1.0,1.2539E43,9.2485E42,1.5965E43,3.5261E43,2.4793E43,5.141E43,3.1876E-14,2.3467E-14,4.0508E-14,-1.0,-1.0,-1.0,1.6027E43,1.165E43,1.9969E43,4.4506E43,3.0256E43,6.5243E43,4.0635E-14,2.9737E-14,5.0559E-14,5.55,1.2197
eFEDS J091033.8+005100,510,137.64089223527108,0.8500528944446493,45.551098,416.7911,0.3663100004196167,1,2.309083989207065,1.9256314236677872,2.953752257251368,3.7369E43,3.2352E43,4.2761E43,8.5493E43,7.3263E43,9.8126E43,8.5289E-14,7.4126E-14,9.7694E-14,2.5934942449080745,2.1339039930875154,3.1099462478257713,4.3566E43,3.725E43,5.0151E43,9.9499E43,8.4033E43,1.1425E44,9.9513E-14,8.508E-14,1.1466E-13,11.35,1.3182
eFEDS J091057.2+041730,206,137.7384208057853,4.2917691580764314,20.425032,53.82049,0.46848,0,-1.0,-1.0,-1.0,2.2665E43,1.8483E43,2.7717E43,7.6931E43,5.4826E43,1.0335E44,3.1929E-14,2.644E-14,3.8898E-14,-1.0,-1.0,-1.0,2.8683E43,2.292E43,3.471E43,9.6745E43,6.8301E43,1.2859E44,4.0465E-14,3.2882E-14,4.8601E-14,5.83,1.0966
eFEDS J091104.1+052237,11694,137.76714092223358,5.377043618325543,13.465778,24.560753,0.158812,0,-1.0,-1.0,-1.0,3.133E42,2.2985E42,6.1601E42,7.8676E42,4.6806E42,2.6658E43,3.8228E-14,2.7889E-14,4.8284E-14,-1.0,-1.0,-1.0,3.5948E42,2.4664E42,6.7979E42,8.9144E42,5.116E42,2.9411E43,4.2349E-14,2.9924E-14,5.6555E-14,4.62,1.3409
eFEDS J091108.1-015422,5376,137.78364262705549,-1.9062828700583954,7.052387,24.274166,1.2022,0,-1.0,-1.0,-1.0,6.02E43,4.06E43,7.9799E43,3.4227E44,2.2312E44,4.7239E44,1.1423E-14,7.8666E-15,1.5111E-14,-1.0,-1.0,-1.0,6.6853E43,4.3156E43,8.654E43,3.7389E44,2.3531E44,5.2012E44,1.257E-14,8.3606E-15,1.6287E-14,3.71,0.4936
eFEDS J091111.0+040015,6021,137.79604464848373,4.00432083895508,12.311296,19.91954,0.5026,0,-1.0,-1.0,-1.0,1.4179E43,1.0522E43,1.9834E43,6.6815E43,4.5125E43,9.2033E43,1.8176E-14,1.3512E-14,2.5065E-14,-1.0,-1.0,-1.0,2.0127E43,1.489E43,2.6371E43,9.1798E43,6.3139E43,1.2464E44,2.5675E-14,1.8955E-14,3.3636E-14,4.12,1.1551
eFEDS J091117.2+030441,15328,137.82157600815034,3.0782393439678395,15.204849,19.22705,0.21342000365257263,1,-1.0,-1.0,-1.0,5.739E42,4.948E42,6.7275E42,1.3382E43,1.13E43,1.6285E43,4.476E-14,3.8509E-14,5.265E-14,2.531495050839414,1.9344384100040146,3.5442280242499167,1.0617E43,9.3456E42,1.1976E43,2.4669E43,2.124E43,2.9124E43,8.3018E-14,7.3043E-14,9.3776E-14,8.08,3.5488
eFEDS J091135.9+034627,3774,137.89968393486754,3.774110149054997,12.711516,72.9477,0.9275,0,-1.0,-1.0,-1.0,1.6941E44,1.2367E44,2.4093E44,2.8257E44,2.152E44,3.5833E44,3.0063E-14,2.3002E-14,3.7319E-14,-1.0,-1.0,-1.0,2.3943E44,1.7954E44,3.264E44,3.9426E44,3.124E44,4.8863E44,4.1369E-14,3.3672E-14,5.0611E-14,6.47,1.1484
